transaction_id,customer_id,amount,merchant_category,hour,day_of_week,transactions_last_24h,avg_customer_amount,is_foreign,is_fraud
TXN-10382,CUST-1039,108.79,travel,9,3,1,249.32,0,0
TXN-10383,CUST-1074,895.05,travel,10,5,2,302.35,0,0
TXN-10384,CUST-1021,515.61,electronics,20,2,0,249.46,0,1
TXN-10385,CUST-1042,594.57,travel,11,2,3,388.86,0,0
TXN-10386,CUST-1048,1646.58,jewelry,16,0,9,766.47,0,1
TXN-10387,CUST-1016,484.24,travel,12,3,3,802.96,0,1
TXN-10388,CUST-1121,2214.17,travel,11,4,2,700.61,0,0
TXN-10389,CUST-1038,914.29,gaming,9,1,4,276.71,0,0
TXN-10390,CUST-1072,559.63,grocery,21,5,2,168.92,0,0
TXN-10391,CUST-1070,354.5,gaming,22,6,2,620.11,0,0
TXN-10392,CUST-1053,366.53,electronics,8,1,2,464.3,0,0
TXN-10393,CUST-1073,99.79,electronics,12,4,1,774.84,0,0
TXN-10394,CUST-1070,597.78,jewelry,16,4,0,885.43,0,0
TXN-10395,CUST-1010,3723.45,utility,13,0,10,649.39,0,1
TXN-10396,CUST-1083,151.15,utility,18,1,2,914.22,0,0
TXN-10397,CUST-1014,300.05,travel,11,2,6,682.71,0,0
TXN-10398,CUST-1054,206.83,fuel,7,0,1,805.56,1,0
TXN-10399,CUST-1045,238.89,jewelry,12,2,1,408.47,0,0
TXN-10400,CUST-1055,512.92,gaming,16,1,2,545.23,0,0
TXN-10401,CUST-1008,103.2,gaming,9,6,1,670.64,0,0
TXN-10402,CUST-1087,781.1,electronics,20,4,4,945.1,0,0
TXN-10403,CUST-1052,867.31,utility,7,2,0,484.66,0,0
TXN-10404,CUST-1007,408.17,grocery,8,5,4,801.63,0,0
TXN-10405,CUST-1000,76.67,electronics,15,0,3,519.98,1,0
TXN-10406,CUST-1067,233.38,grocery,15,4,3,564.17,0,0
TXN-10407,CUST-1083,1242.25,travel,11,4,2,949.78,0,0
TXN-10408,CUST-1068,61.34,gaming,11,5,2,201.1,0,0
TXN-10409,CUST-1090,379.69,electronics,8,1,3,294.99,1,0
TXN-10410,CUST-1094,203.36,travel,17,4,1,266.35,0,0
TXN-10411,CUST-1108,900.93,utility,13,5,4,166.75,0,0
TXN-10412,CUST-1122,296.98,utility,8,5,3,414.45,1,0
TXN-10413,CUST-1110,667.12,electronics,13,1,0,908.86,0,0
TXN-10414,CUST-1099,753.02,restaurant,21,6,1,514.56,1,0
TXN-10415,CUST-1053,18920.63,travel,11,1,9,671.01,0,1
TXN-10416,CUST-1062,423.18,utility,21,2,2,1095.61,0,0
TXN-10417,CUST-1077,653.3,grocery,11,1,1,1249.16,0,0
TXN-10418,CUST-1021,161.78,fuel,9,1,1,579.39,0,0
TXN-10419,CUST-1084,1203.28,fuel,11,1,3,1267.08,0,0
TXN-10420,CUST-1073,1839.06,grocery,12,0,6,633.13,0,0
TXN-10421,CUST-1065,323.58,electronics,8,5,3,379.72,0,0
TXN-10422,CUST-1104,484.6,grocery,16,4,3,434.02,0,0
TXN-10423,CUST-1085,152.6,gaming,2,2,2,266.59,0,0
TXN-10424,CUST-1116,584.98,grocery,18,3,1,369.27,0,0
TXN-10425,CUST-1122,1018.0,grocery,14,4,3,494.27,0,0
TXN-10426,CUST-1103,613.82,restaurant,2,1,4,936.33,0,0
TXN-10427,CUST-1037,149.65,gaming,2,2,2,1550.64,1,0
TXN-10428,CUST-1023,449.05,restaurant,9,6,1,281.41,0,0
TXN-10429,CUST-1037,859.65,electronics,18,0,4,746.99,0,0
TXN-10430,CUST-1089,120.48,grocery,8,6,3,339.58,0,0
TXN-10431,CUST-1108,220.07,gaming,2,6,2,781.4,0,0
TXN-10432,CUST-1110,950.9,electronics,22,1,2,559.98,0,0
TXN-10433,CUST-1085,603.39,grocery,19,2,4,219.86,0,0
TXN-10434,CUST-1085,671.14,utility,14,1,3,1002.81,0,0
TXN-10435,CUST-1118,1987.48,gaming,12,3,1,431.49,1,0
TXN-10436,CUST-1085,700.23,utility,20,1,2,448.7,0,0
TXN-10437,CUST-1017,807.07,electronics,11,5,3,334.17,0,0
TXN-10438,CUST-1062,3763.33,gaming,14,2,5,419.95,0,1
TXN-10439,CUST-1044,419.74,fuel,19,6,1,761.54,1,0
TXN-10440,CUST-1079,270.86,restaurant,3,5,3,542.35,0,0
TXN-10441,CUST-1079,679.15,travel,21,2,2,721.09,0,0
TXN-10442,CUST-1036,684.88,grocery,1,4,3,734.4,0,0
TXN-10443,CUST-1037,331.94,grocery,21,0,1,1244.34,0,0
TXN-10444,CUST-1011,227.17,gaming,8,0,3,498.43,0,0
TXN-10445,CUST-1036,2786.06,restaurant,16,3,1,267.13,0,0
TXN-10446,CUST-1103,629.63,utility,21,3,6,1082.44,0,0
TXN-10447,CUST-1081,284.51,jewelry,0,2,3,501.54,0,0
TXN-10448,CUST-1117,979.41,restaurant,22,0,2,1111.01,0,0
TXN-10449,CUST-1115,454.02,jewelry,12,5,2,743.12,0,0
TXN-10450,CUST-1107,407.62,fuel,12,2,2,559.97,0,0
TXN-10451,CUST-1022,751.22,gaming,12,3,2,729.11,0,0
TXN-10452,CUST-1041,187.0,grocery,12,2,0,1759.98,0,0
TXN-10453,CUST-1007,4144.76,fuel,17,3,8,1886.24,1,0
TXN-10454,CUST-1011,19740.76,travel,14,4,10,625.26,0,1
TXN-10455,CUST-1028,698.99,grocery,0,5,3,657.28,1,0
TXN-10456,CUST-1035,371.61,restaurant,4,3,1,1087.82,0,0
TXN-10457,CUST-1001,336.86,restaurant,11,1,4,378.0,1,0
TXN-10458,CUST-1105,362.22,travel,4,6,1,722.84,0,0
TXN-10459,CUST-1065,407.29,jewelry,15,1,2,593.34,0,0
TXN-10460,CUST-1081,371.16,travel,21,0,1,715.26,0,0
TXN-10461,CUST-1081,8139.76,grocery,20,0,9,380.56,0,1
TXN-10462,CUST-1120,134.3,fuel,11,5,4,251.07,0,0
TXN-10463,CUST-1018,940.58,fuel,14,2,1,192.45,0,0
TXN-10464,CUST-1042,370.64,fuel,18,0,2,325.52,1,0
TXN-10465,CUST-1038,653.74,grocery,16,5,2,467.65,0,0
TXN-10466,CUST-1068,211.61,grocery,8,2,0,512.22,1,0
TXN-10467,CUST-1065,1334.72,grocery,16,6,4,1746.69,0,0
TXN-10468,CUST-1098,1254.17,restaurant,7,6,2,1105.77,0,0
TXN-10469,CUST-1070,1012.01,grocery,8,0,2,354.55,0,0
TXN-10470,CUST-1029,158.21,fuel,17,4,3,728.68,0,0
TXN-10471,CUST-1070,917.67,electronics,8,4,6,481.12,0,0
TXN-10472,CUST-1120,667.57,travel,12,1,2,514.71,0,0
TXN-10473,CUST-1072,147.83,electronics,16,2,0,666.43,1,0
TXN-10474,CUST-1074,483.85,grocery,17,3,1,846.02,0,0
TXN-10475,CUST-1021,647.68,gaming,14,1,2,499.4,0,1
TXN-10476,CUST-1000,747.74,electronics,8,5,4,1080.43,0,0
TXN-10477,CUST-1026,562.81,jewelry,19,1,1,321.16,0,0
TXN-10478,CUST-1003,613.04,electronics,22,6,1,603.95,0,0
TXN-10479,CUST-1056,1488.03,travel,21,5,3,2511.71,0,0
TXN-10480,CUST-1110,1235.86,travel,4,4,2,680.41,0,1
TXN-10481,CUST-1055,57.38,fuel,13,0,1,1323.81,0,0
TXN-10482,CUST-1080,388.36,electronics,21,0,3,632.91,0,0
TXN-10483,CUST-1106,435.51,grocery,2,1,1,828.34,0,0
TXN-10484,CUST-1095,132.41,fuel,4,3,1,583.34,0,0
TXN-10485,CUST-1081,528.81,jewelry,4,5,1,548.0,0,0
TXN-10486,CUST-1098,1257.11,grocery,3,1,3,392.01,0,0
TXN-10487,CUST-1035,218.13,grocery,22,4,2,762.55,0,0
TXN-10488,CUST-1052,3231.79,gaming,1,0,13,376.78,0,1
TXN-10489,CUST-1049,247.93,travel,20,1,2,867.9,0,0
TXN-10490,CUST-1099,297.69,utility,15,4,1,1093.25,0,0
TXN-10491,CUST-1051,1492.26,restaurant,14,5,2,736.27,0,0
TXN-10492,CUST-1117,328.02,restaurant,11,5,1,514.17,0,0
TXN-10493,CUST-1023,696.91,travel,4,3,5,772.54,1,0
TXN-10494,CUST-1021,121.1,fuel,7,0,2,507.87,0,0
TXN-10495,CUST-1089,1991.69,gaming,2,2,4,1006.82,1,0
TXN-10496,CUST-1095,774.32,gaming,12,5,4,219.8,0,0
TXN-10497,CUST-1084,429.72,gaming,15,0,3,500.4,0,0
TXN-10498,CUST-1038,758.74,fuel,11,4,3,201.35,0,0
TXN-10499,CUST-1001,848.78,grocery,17,4,10,264.47,0,0
TXN-10500,CUST-1040,1196.19,grocery,13,5,3,1274.26,0,0
TXN-10501,CUST-1058,3628.13,grocery,10,1,8,984.71,0,0
TXN-10502,CUST-1051,422.82,grocery,10,1,3,405.16,0,0
TXN-10503,CUST-1115,340.79,restaurant,18,1,1,263.39,0,0
TXN-10504,CUST-1107,318.78,grocery,11,2,3,117.86,0,0
TXN-10505,CUST-1096,829.65,gaming,11,3,1,446.34,0,0
TXN-10506,CUST-1002,597.01,restaurant,1,0,2,2278.4,1,0
TXN-10507,CUST-1015,803.37,travel,12,3,0,764.47,0,0
TXN-10508,CUST-1054,489.51,electronics,13,1,3,442.41,0,0
TXN-10509,CUST-1077,724.08,jewelry,10,3,2,777.27,0,0
TXN-10510,CUST-1085,359.91,fuel,12,2,4,255.05,0,0
TXN-10511,CUST-1037,2623.59,electronics,18,6,1,511.05,0,0
TXN-10512,CUST-1013,152.03,utility,15,2,1,635.69,0,0
TXN-10513,CUST-1041,1268.64,utility,22,6,0,574.01,0,0
TXN-10514,CUST-1099,1374.62,utility,19,1,0,929.78,0,0
TXN-10515,CUST-1123,1609.85,restaurant,7,0,11,727.46,0,1
TXN-10516,CUST-1117,21620.34,travel,3,1,9,869.21,0,1
TXN-10517,CUST-1074,1039.63,utility,11,2,3,412.15,0,0
TXN-10518,CUST-1011,8437.31,gaming,16,6,6,986.14,0,1
TXN-10519,CUST-1120,503.21,gaming,11,1,4,1474.27,0,0
TXN-10520,CUST-1019,418.67,jewelry,22,5,1,352.98,0,0
TXN-10521,CUST-1033,421.13,utility,11,4,1,369.36,0,0
TXN-10522,CUST-1121,660.43,utility,15,2,3,1254.74,1,0
TXN-10523,CUST-1062,1409.36,fuel,8,2,0,541.73,0,0
TXN-10524,CUST-1024,564.53,gaming,21,6,1,1302.58,1,0
TXN-10525,CUST-1062,248.74,fuel,3,5,1,471.82,1,1
TXN-10526,CUST-1009,914.45,gaming,19,1,5,1339.8,0,0
TXN-10527,CUST-1039,983.25,utility,12,6,4,646.98,0,0
TXN-10528,CUST-1119,805.12,utility,7,2,2,693.69,0,0
TXN-10529,CUST-1037,861.89,travel,18,0,1,1423.1,0,0
TXN-10530,CUST-1111,402.14,electronics,13,5,1,493.25,0,0
TXN-10531,CUST-1067,245.49,fuel,22,6,0,358.66,0,1
TXN-10532,CUST-1081,256.94,grocery,18,3,0,470.26,0,0
TXN-10533,CUST-1087,984.74,fuel,15,4,8,771.84,0,0
TXN-10534,CUST-1068,588.58,restaurant,22,1,0,254.38,1,0
TXN-10535,CUST-1004,462.85,fuel,19,5,1,854.58,0,0
TXN-10536,CUST-1114,354.25,restaurant,1,2,4,447.5,0,0
TXN-10537,CUST-1059,53.69,fuel,7,1,0,1131.5,1,0
TXN-10538,CUST-1081,193.35,jewelry,8,3,1,161.28,0,0
TXN-10539,CUST-1069,1142.11,gaming,14,1,0,390.48,0,0
TXN-10540,CUST-1082,299.33,jewelry,15,4,1,238.04,0,0
TXN-10541,CUST-1044,645.77,gaming,7,5,0,382.06,0,0
TXN-10542,CUST-1105,173.64,jewelry,9,2,2,689.67,0,0
TXN-10543,CUST-1028,1449.58,restaurant,18,5,0,545.35,0,0
TXN-10544,CUST-1081,442.3,electronics,19,3,1,523.56,1,0
TXN-10545,CUST-1072,612.49,grocery,7,6,4,551.39,0,0
TXN-10546,CUST-1062,18579.45,fuel,15,1,13,673.08,0,1
TXN-10547,CUST-1002,1536.6,jewelry,1,4,2,345.61,0,1
TXN-10548,CUST-1048,391.54,electronics,18,3,1,887.82,0,0
TXN-10549,CUST-1005,315.79,electronics,20,6,2,866.5,0,0
TXN-10550,CUST-1062,386.0,gaming,20,1,1,743.8,0,0
TXN-10551,CUST-1085,722.29,travel,16,1,0,817.37,0,0
TXN-10552,CUST-1065,4466.91,utility,17,6,13,708.41,0,1
TXN-10553,CUST-1094,366.34,jewelry,21,6,4,1843.26,0,0
TXN-10554,CUST-1045,1480.87,jewelry,16,5,2,573.7,0,0
TXN-10555,CUST-1038,452.3,jewelry,1,3,2,508.32,0,0
TXN-10556,CUST-1056,2764.71,utility,19,2,2,397.65,0,0
TXN-10557,CUST-1028,527.45,gaming,16,4,5,341.13,0,0
TXN-10558,CUST-1100,1879.93,restaurant,20,5,5,303.55,0,1
TXN-10559,CUST-1101,644.19,grocery,15,1,3,369.13,0,0
TXN-10560,CUST-1052,1014.57,gaming,20,0,2,578.9,0,0
TXN-10561,CUST-1099,286.16,jewelry,7,0,1,723.33,0,0
TXN-10562,CUST-1003,259.74,electronics,7,2,2,619.01,0,0
TXN-10563,CUST-1019,695.6,fuel,8,4,3,395.03,1,0
TXN-10564,CUST-1035,1034.23,electronics,4,3,3,987.43,0,0
TXN-10565,CUST-1048,507.85,travel,18,4,1,903.86,1,0
TXN-10566,CUST-1028,187.77,restaurant,2,3,3,551.25,1,0
TXN-10567,CUST-1064,177.65,travel,0,1,0,420.27,0,0
TXN-10568,CUST-1099,1110.24,grocery,20,5,13,813.74,1,1
TXN-10569,CUST-1057,130.88,gaming,19,5,2,667.4,0,0
TXN-10570,CUST-1056,534.92,travel,17,6,2,271.38,0,0
TXN-10571,CUST-1007,1145.71,grocery,14,5,1,579.76,0,0
TXN-10572,CUST-1035,4781.36,electronics,13,2,12,695.14,0,1
TXN-10573,CUST-1100,90.44,electronics,7,4,2,366.93,0,0
TXN-10574,CUST-1101,427.06,grocery,10,2,1,668.08,0,0
TXN-10575,CUST-1013,436.11,gaming,21,6,3,270.39,0,0
TXN-10576,CUST-1002,2373.21,electronics,12,4,3,1255.01,0,0
TXN-10577,CUST-1103,165.2,utility,18,5,4,1195.56,0,0
TXN-10578,CUST-1021,367.6,travel,18,1,1,523.8,0,0
TXN-10579,CUST-1071,1771.16,fuel,11,0,0,735.02,0,0
TXN-10580,CUST-1103,690.55,restaurant,10,0,3,159.9,0,0
TXN-10581,CUST-1098,751.81,electronics,18,3,3,318.62,0,0
TXN-10582,CUST-1068,5113.76,grocery,8,6,12,512.05,0,1
TXN-10583,CUST-1047,4712.82,utility,14,4,9,333.73,0,1
TXN-10584,CUST-1096,882.9,grocery,21,5,3,891.51,0,0
TXN-10585,CUST-1086,268.51,utility,18,3,3,1805.36,0,1
TXN-10586,CUST-1104,951.98,jewelry,19,6,2,315.09,0,1
TXN-10587,CUST-1064,175.96,restaurant,8,6,3,379.71,0,0
TXN-10588,CUST-1117,630.35,restaurant,10,1,3,685.05,0,0
TXN-10589,CUST-1096,563.44,fuel,11,6,2,1459.89,0,0
TXN-10590,CUST-1007,310.37,utility,11,0,2,307.26,0,0
TXN-10591,CUST-1036,484.44,fuel,0,4,1,690.19,0,0
TXN-10592,CUST-1099,308.92,gaming,22,3,4,1638.79,0,0
TXN-10593,CUST-1014,220.57,gaming,9,2,2,242.63,0,0
TXN-10594,CUST-1088,377.96,grocery,18,6,2,297.5,0,0
TXN-10595,CUST-1042,215.29,grocery,16,4,2,476.76,0,0
TXN-10596,CUST-1025,627.72,grocery,16,0,1,452.0,0,0
TXN-10597,CUST-1067,207.98,grocery,10,0,2,940.99,0,0
TXN-10598,CUST-1116,840.49,fuel,2,0,2,687.4,0,0
TXN-10599,CUST-1112,203.14,restaurant,4,2,2,226.73,0,0
TXN-10600,CUST-1050,322.23,electronics,11,0,2,799.09,1,0
TXN-10601,CUST-1000,308.45,utility,18,1,2,438.06,0,0
TXN-10602,CUST-1110,1331.23,utility,7,5,3,1213.11,0,0
TXN-10603,CUST-1112,631.26,jewelry,8,6,6,426.17,0,0
TXN-10604,CUST-1075,420.4,travel,18,5,3,424.05,1,0
TXN-10605,CUST-1078,716.26,utility,4,3,0,810.48,0,0
TXN-10606,CUST-1065,101.45,utility,7,4,3,915.63,1,0
TXN-10607,CUST-1001,477.06,utility,21,6,1,770.05,0,0
TXN-10608,CUST-1019,2204.23,restaurant,7,0,5,238.15,0,1
TXN-10609,CUST-1017,544.17,gaming,22,6,2,809.1,0,1
TXN-10610,CUST-1114,518.5,electronics,18,5,2,340.74,0,0
TXN-10611,CUST-1006,743.3,utility,22,2,2,684.99,0,0
TXN-10612,CUST-1069,964.59,electronics,22,3,2,275.05,0,0
TXN-10613,CUST-1045,110.16,utility,12,3,1,769.3,0,0
TXN-10614,CUST-1000,139.53,grocery,19,1,0,386.21,1,0
TXN-10615,CUST-1114,576.93,grocery,10,1,1,297.24,0,0
TXN-10616,CUST-1002,2215.51,electronics,14,2,10,891.23,0,1
TXN-10617,CUST-1106,1318.2,grocery,10,0,1,687.39,0,1
TXN-10618,CUST-1097,389.02,restaurant,14,3,1,429.37,0,0
TXN-10619,CUST-1099,115.48,grocery,20,3,3,1336.95,0,0
TXN-10620,CUST-1020,190.37,jewelry,4,2,1,472.31,0,0
TXN-10621,CUST-1110,62.66,fuel,8,1,2,612.57,0,0
TXN-10622,CUST-1074,413.4,restaurant,12,6,0,697.78,0,0
TXN-10623,CUST-1050,427.82,travel,19,4,3,428.03,0,0
TXN-10624,CUST-1085,358.4,grocery,15,3,2,779.87,0,0
TXN-10625,CUST-1042,4179.62,grocery,0,5,13,448.81,0,0
TXN-10626,CUST-1034,1210.62,electronics,13,2,2,479.91,0,0
TXN-10627,CUST-1036,433.64,restaurant,11,1,2,1273.41,0,0
TXN-10628,CUST-1071,99.38,restaurant,16,4,1,339.57,0,0
TXN-10629,CUST-1075,782.87,fuel,17,5,1,159.65,0,0
TXN-10630,CUST-1030,747.34,electronics,21,4,3,1459.74,0,0
TXN-10631,CUST-1030,621.44,grocery,16,3,3,2445.81,0,0
TXN-10632,CUST-1118,1028.76,electronics,0,0,2,481.59,1,0
TXN-10633,CUST-1064,205.69,gaming,20,4,0,207.42,0,0
TXN-10634,CUST-1107,13111.61,fuel,8,4,12,507.37,1,1
TXN-10635,CUST-1041,239.95,gaming,13,2,1,514.18,0,0
TXN-10636,CUST-1036,864.3,utility,13,1,1,542.15,0,0
TXN-10637,CUST-1035,579.38,grocery,7,6,10,326.24,0,0
TXN-10638,CUST-1066,245.26,fuel,4,2,2,827.79,0,0
TXN-10639,CUST-1097,1536.52,grocery,19,1,5,803.1,0,0
TXN-10640,CUST-1062,405.18,grocery,12,4,4,264.56,0,0
TXN-10641,CUST-1036,925.14,grocery,9,3,0,884.09,0,0
TXN-10642,CUST-1120,588.58,gaming,11,3,4,1861.2,0,0
TXN-10643,CUST-1071,455.45,grocery,11,4,4,661.55,0,0
TXN-10644,CUST-1049,8000.4,jewelry,9,2,7,499.93,0,1
TXN-10645,CUST-1001,412.61,utility,8,1,1,556.63,0,0
TXN-10646,CUST-1070,129.6,restaurant,19,1,3,844.2,0,0
TXN-10647,CUST-1077,269.77,gaming,20,6,1,232.32,0,0
TXN-10648,CUST-1116,745.01,grocery,4,3,2,658.8,0,0
TXN-10649,CUST-1028,662.91,grocery,16,2,2,485.53,0,0
TXN-10650,CUST-1020,152.13,fuel,21,2,1,1662.88,0,0
TXN-10651,CUST-1124,286.21,restaurant,20,5,2,546.87,0,0
TXN-10652,CUST-1068,318.53,restaurant,7,6,0,1506.19,0,0
TXN-10653,CUST-1003,374.61,travel,22,5,3,327.98,0,0
TXN-10654,CUST-1013,175.57,fuel,1,3,6,831.3,0,0
TXN-10655,CUST-1059,307.58,electronics,7,3,4,717.43,0,0
TXN-10656,CUST-1077,285.3,fuel,13,6,3,373.17,0,0
TXN-10657,CUST-1030,878.88,restaurant,4,5,1,663.53,0,0
TXN-10658,CUST-1045,904.01,fuel,8,2,4,1172.49,0,0
TXN-10659,CUST-1092,441.7,travel,11,6,2,503.67,1,0
TXN-10660,CUST-1120,367.22,travel,11,5,4,237.32,0,0
TXN-10661,CUST-1061,547.27,grocery,13,5,3,596.06,0,0
TXN-10662,CUST-1051,267.09,travel,4,0,3,366.38,0,0
TXN-10663,CUST-1045,208.49,utility,2,0,1,498.55,0,0
TXN-10664,CUST-1017,243.43,grocery,10,2,2,575.44,1,0
TXN-10665,CUST-1006,306.09,gaming,8,5,2,235.54,0,0
TXN-10666,CUST-1104,205.9,travel,10,0,1,247.49,0,0
TXN-10667,CUST-1004,556.43,grocery,9,0,3,784.57,1,0
TXN-10668,CUST-1102,851.74,grocery,16,0,2,451.47,0,0
TXN-10669,CUST-1030,149.86,fuel,13,1,1,146.85,0,0
TXN-10670,CUST-1086,502.12,grocery,14,6,1,926.73,0,0
TXN-10671,CUST-1118,417.82,travel,20,5,2,699.11,0,0
TXN-10672,CUST-1093,636.59,utility,16,5,4,406.41,0,0
TXN-10673,CUST-1091,487.99,jewelry,9,2,2,291.71,0,0
TXN-10674,CUST-1033,165.64,restaurant,13,4,0,953.08,1,0
TXN-10675,CUST-1074,191.18,travel,12,5,1,729.34,1,0
TXN-10676,CUST-1080,503.74,jewelry,3,3,3,2231.5,0,0
TXN-10677,CUST-1053,1065.91,gaming,4,5,1,758.32,0,0
TXN-10678,CUST-1004,93.63,grocery,9,3,2,744.89,0,0
TXN-10679,CUST-1114,638.61,fuel,18,2,2,549.05,0,0
TXN-10680,CUST-1024,1202.57,electronics,13,4,1,943.15,0,0
TXN-10681,CUST-1121,439.32,utility,8,6,2,848.78,0,0
TXN-10682,CUST-1116,744.45,electronics,18,5,5,1198.05,0,1
TXN-10683,CUST-1002,290.82,fuel,10,3,3,451.81,0,0
TXN-10684,CUST-1092,4468.34,restaurant,20,4,11,473.68,0,0
TXN-10685,CUST-1079,146.1,grocery,20,6,1,462.43,0,0
TXN-10686,CUST-1028,84.92,restaurant,3,5,1,929.77,0,0
TXN-10687,CUST-1101,999.32,utility,0,3,0,1372.11,0,0
TXN-10688,CUST-1013,235.39,utility,16,1,3,467.61,0,0
TXN-10689,CUST-1031,350.15,utility,2,6,0,476.46,0,0
TXN-10690,CUST-1118,174.19,grocery,8,6,3,715.33,0,1
TXN-10691,CUST-1092,171.15,gaming,3,0,2,525.75,0,0
TXN-10692,CUST-1014,432.52,utility,9,0,0,1016.0,0,0
TXN-10693,CUST-1018,285.09,utility,18,0,1,174.43,0,0
TXN-10694,CUST-1032,654.24,fuel,8,2,0,381.96,1,0
TXN-10695,CUST-1008,691.87,grocery,2,1,5,391.38,0,0
TXN-10696,CUST-1022,626.81,fuel,18,6,5,167.97,0,1
TXN-10697,CUST-1071,589.31,electronics,22,6,3,354.25,0,0
TXN-10698,CUST-1000,1608.93,gaming,11,1,0,363.82,0,1
TXN-10699,CUST-1035,221.25,utility,7,5,1,538.83,0,0
TXN-10700,CUST-1039,472.86,utility,18,0,0,1110.02,0,0
TXN-10701,CUST-1121,1152.3,jewelry,7,5,6,525.96,1,0
TXN-10702,CUST-1121,1272.08,fuel,3,2,4,341.4,0,0
TXN-10703,CUST-1105,169.64,electronics,22,0,5,583.28,0,0
TXN-10704,CUST-1042,389.84,fuel,20,2,4,1071.75,0,0
TXN-10705,CUST-1065,1364.56,fuel,18,5,4,351.86,0,0
TXN-10706,CUST-1063,721.3,grocery,20,6,3,364.74,0,0
TXN-10707,CUST-1107,570.46,fuel,8,0,1,818.28,0,0
TXN-10708,CUST-1093,2493.67,fuel,8,5,13,532.8,0,0
TXN-10709,CUST-1113,369.5,gaming,11,2,0,859.3,0,0
TXN-10710,CUST-1068,611.65,grocery,7,3,5,597.34,0,0
TXN-10711,CUST-1114,407.78,fuel,21,0,5,885.29,0,0
TXN-10712,CUST-1092,477.26,grocery,7,6,2,340.6,0,0
TXN-10713,CUST-1092,522.67,gaming,15,5,3,597.86,0,0
TXN-10714,CUST-1082,296.32,electronics,1,4,4,535.99,0,0
TXN-10715,CUST-1041,734.43,fuel,2,5,7,308.36,0,1
TXN-10716,CUST-1076,4383.85,grocery,10,6,1,254.7,0,1
TXN-10717,CUST-1044,129.96,restaurant,14,1,4,877.57,0,1
TXN-10718,CUST-1081,3425.29,gaming,15,1,10,496.2,0,1
TXN-10719,CUST-1031,278.62,jewelry,19,0,4,343.01,0,0
TXN-10720,CUST-1099,759.8,electronics,13,3,2,570.84,0,0
TXN-10721,CUST-1071,510.26,utility,3,3,4,1119.25,0,0
TXN-10722,CUST-1088,872.52,utility,19,0,1,171.67,0,0
TXN-10723,CUST-1027,1189.91,travel,21,4,4,264.24,0,0
TXN-10724,CUST-1098,569.25,jewelry,14,0,1,362.28,0,0
TXN-10725,CUST-1100,1151.75,fuel,7,5,2,1344.33,0,0
TXN-10726,CUST-1018,84.93,gaming,15,4,3,703.05,0,0
TXN-10727,CUST-1043,1624.31,travel,21,5,2,917.84,0,0
TXN-10728,CUST-1084,5522.61,grocery,22,0,9,321.47,0,1
TXN-10729,CUST-1109,1105.86,restaurant,13,6,2,325.14,0,1
TXN-10730,CUST-1092,197.37,utility,1,3,4,769.93,0,0
TXN-10731,CUST-1058,264.26,fuel,16,6,0,621.45,0,0
TXN-10732,CUST-1037,549.74,restaurant,20,4,3,813.87,0,0
TXN-10733,CUST-1113,486.49,fuel,3,4,1,542.82,0,0
TXN-10734,CUST-1109,609.29,electronics,7,0,4,701.33,1,0
TXN-10735,CUST-1112,1111.41,utility,11,4,1,656.53,0,0
TXN-10736,CUST-1038,131.12,fuel,14,3,3,923.13,0,0
TXN-10737,CUST-1054,1022.87,electronics,8,5,2,938.1,0,0
TXN-10738,CUST-1030,495.82,gaming,2,4,2,246.92,0,0
TXN-10739,CUST-1119,422.91,grocery,8,0,1,174.86,0,0
TXN-10740,CUST-1108,163.48,travel,17,6,1,1044.15,0,0
TXN-10741,CUST-1021,718.59,fuel,21,0,1,1156.61,1,0
TXN-10742,CUST-1030,80.59,jewelry,17,2,2,343.32,0,0
TXN-10743,CUST-1069,801.35,grocery,19,1,3,216.39,1,0
TXN-10744,CUST-1051,160.92,fuel,11,6,0,635.54,0,0
TXN-10745,CUST-1057,2045.29,jewelry,20,1,12,1004.21,0,1
TXN-10746,CUST-1045,450.62,grocery,13,5,1,1617.56,1,0
TXN-10747,CUST-1084,1184.59,travel,7,1,4,799.48,0,0
TXN-10748,CUST-1112,430.96,jewelry,12,4,1,490.56,0,0
TXN-10749,CUST-1114,292.77,utility,12,0,2,368.26,0,0
TXN-10750,CUST-1056,336.99,grocery,15,2,1,605.65,0,0
TXN-10751,CUST-1103,1280.06,utility,4,4,1,510.51,1,1
TXN-10752,CUST-1086,736.73,jewelry,14,4,4,344.37,0,0
TXN-10753,CUST-1024,368.99,fuel,13,6,2,1857.18,0,0
TXN-10754,CUST-1099,412.68,utility,12,5,2,1606.55,0,1
TXN-10755,CUST-1043,152.11,jewelry,1,3,4,1124.2,0,0
TXN-10756,CUST-1078,659.42,gaming,11,2,1,362.68,1,0
TXN-10757,CUST-1090,131.65,electronics,19,1,3,963.2,0,0
TXN-10758,CUST-1117,865.97,jewelry,11,6,3,855.59,0,0
TXN-10759,CUST-1118,4488.77,restaurant,20,4,10,767.7,1,0
TXN-10760,CUST-1100,2951.93,gaming,12,6,1,1196.69,0,0
TXN-10761,CUST-1063,215.92,utility,7,3,2,853.59,0,0
TXN-10762,CUST-1050,456.23,utility,9,3,4,904.16,0,0
TXN-10763,CUST-1055,1898.3,utility,19,5,1,854.31,0,0
TXN-10764,CUST-1118,1204.17,restaurant,20,5,1,725.92,0,0
